"Status","Updated_At","Location","what_participant_group","percent_fundemental_research_current","percent_Use_inspired_Research_current","percent_Applied_Research_current","changed_10yrs","percent_Fundamental_Research_past","percent_Use_inspired_Research_past","percent_Applied_Research_past","Main_reason_change_interest_related","Main_reason_change_Career_related","Main_reason_change_Funding_related","Main_reason_change_Socially_related","Main_reason_change_Other","Main_reason_change_Other_text","view_change_of_type","partnership_outside","partnership_change_10yrs","partnership_outside_before","reason_partnership_change_interest","reason_partnership_change_career","reason_partnership_change_socially","reason_partnership_change_funding","reason_partnership_change_other","reason_partnership_change_other_text","view_change_partnership","external_pi_grant_11_15_fundamental","external_pi_grant_11_15_use","external_pi_grant_11_15_applied","external_pi_grant_6_10_fundamental","external_pi_grant_6_10_use","external_pi_grant_6_10_applied","successful_grants_11_15_fundamental","successful_grants_11_15_use","successful_grants_11_15_applied","successful_grants_6_10_fundamental","successful_grants_6_10_use","successful_grants_6_10_applied","practical_applications_important_11_15","practical_applications_important_6_10","include_nonacademia_partners_success_11_15","include_nonacademia_partners_success_6_10","distribution_funding_11_15_internal","distriution_funding_11_15_government","distriution_funding_11_15_for_profit","distriution_funding_11_15_nongov","distriution_funding_11_15_other","distriution_funding_11_15_other_text","distriution_funding_6_10_internal","distriution_funding_6_10_government","distriution_funding_6_10_for_profit","distriution_funding_6_10_nongov","distriution_funding_6_10_other","distriution_funding_6_10_other_text","success_change_10yrs_fundamental","success_change_10yrs_use","success_change_10yrs_applied","opinion_fundamental_important","high_priority_fundamental","high_priority_use_inspired","high_priority_applied","high_priority_no_change","high_priority_comments","available_funding_fundamental","available_funding_use_inspired","available_funding_applied","next_generation","next_generation_Comments","field_research","PhD_Year","Country_work","gender","Country"
"Incomplete","6/27/16 19:35","Ontario","Senior academic researcher with >10 years of experience applying for research grants","100%","","","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","6-Apr","0","0","6-Apr","0","0","30%","","","100%","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 19:37","Alberta","Senior academic researcher with >10 years of experience applying for research grants","50%","","50%","No","","","",NA,NA,NA,NA,NA,"","","Strong partnership","Yes","Strong partnership",NA,NA,NA,1,NA,"","Very positive","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 19:38","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","30%","0%","70%","Yes","40%","0%","60%",NA,NA,1,NA,NA,"","Neutral","Strong partnership","Yes","Some partnership",NA,NA,NA,1,NA,"","Slightly negative","3-Jan","","6-Apr","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 19:34","Quebec","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 19:40","Ontario","Senior academic researcher with >10 years of experience applying for research grants","50%","50%","","Yes","80%","20%","",NA,NA,NA,1,NA,"","Very positive","Some partnership","Yes","Strong partnership",1,NA,NA,NA,NA,"","Slightly negative","3-Jan","3-Jan","","6-Apr","3-Jan","","20%","50%","","80%","50%","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 19:41","Quebec","Senior academic researcher with >10 years of experience applying for research grants","60%","40%","0%","Yes","80%","20%","0%",NA,NA,1,NA,NA,"","Neutral","No partnership","No","",NA,NA,NA,NA,NA,"","","6-Apr","6-Apr","3-Jan","6-Apr","3-Jan","0","40%","60%","100%","30%","30%","No need for applications for this research type","Can't comment","Can't comment","Can't comment","Can't comment","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 19:44","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","30%","40%","30%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","No","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 19:42","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 19:43","Ontario","Senior academic researcher with >10 years of experience applying for research grants","10%","","90%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","Yes","Strong partnership",NA,NA,NA,1,NA,"","Very positive","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 19:45","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","30%","20%","50%","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","No partnership","Can't comment (new researcher)","",NA,NA,NA,NA,NA,"","","3-Jan","3-Jan","6-Apr","3-Jan","3-Jan","3-Jan","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 19:54","Alberta","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","20%","20%","60%","Yes","40%","30%","30%",1,1,1,NA,NA,"","Neutral","Strong partnership","Yes","Some partnership",NA,1,NA,1,NA,"","Very positive","0","0","3-Jan","3-Jan","3-Jan","3-Jan","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 19:57","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","30%","30%","40%","Yes","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 19:57","Ontario","Senior academic researcher with >10 years of experience applying for research grants","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 20:06","","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","",""
"Incomplete","6/27/16 20:08","Alberta","Senior academic researcher with >10 years of experience applying for research grants","60%","0%","40%","Yes","90%","0%","10%",1,NA,1,NA,NA,"","Slightly positive","Some partnership","Yes","No partnership",1,NA,NA,NA,NA,"","Slightly positive","6-Apr","0","3-Jan","6-Apr","0","6-Apr","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 20:09","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","30%","30%","40%","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","Strong partnership","Can't comment (new researcher)","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","",""
"Incomplete","6/27/16 20:17","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","70%","10%","20%","Yes","100%","0%","0%",1,1,1,NA,NA,"","Neutral","Some partnership","Yes","Some partnership",NA,NA,NA,1,NA,"","Slightly negative","3-Jan","0","0","0","0","0","70%","0%","20%","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","Not at all important","Not at all important","Not at all important","Not at all important","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 20:10","Quebec","","","","","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/28/16 0:11","Ontario","Senior academic researcher with >10 years of experience applying for research grants","30%","50%","20%","Yes","40%","30%","30%",NA,1,1,1,NA,"","Neutral","Strong partnership","Yes","Some partnership",NA,NA,NA,1,NA,"","Neutral","3-Jan","3-Jan","6-Apr","3-Jan","3-Jan","3-Jan","50%","50%","80%","50%","50%","80%","Very important","Very important","Mandatory","Quite important","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 20:32","Ontario","Senior academic researcher with >10 years of experience applying for research grants","50%","","50%","Yes","50%","","50%",1,NA,1,NA,NA,"","Neutral","Some partnership","Yes","Strong partnership",1,NA,NA,1,NA,"","Slightly negative","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 20:34","Ontario","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 20:36","","Senior academic researcher with >10 years of experience applying for research grants","90%","","","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","",""
"Incomplete","6/27/16 20:39","Alberta","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","30%","60%","10%","Yes","20%","70%","10%",1,NA,NA,NA,NA,"","Slightly positive","No partnership","Can't comment (new researcher)","",NA,NA,NA,NA,NA,"","","3-Jan","6-Apr","3-Jan","3-Jan","3-Jan","0","20%","10%","10%","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 20:38","Quebec","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 20:45","Michigan","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","USA"
"Incomplete","6/27/16 20:58","","Senior academic researcher with >10 years of experience applying for research grants","10%","80%","","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","",""
"Incomplete","6/27/16 21:00","Alberta","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","50%","","50%","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","No partnership","Can't comment (new researcher)","",NA,NA,NA,NA,NA,"","","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 21:07","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 21:14","Ontario","Senior academic researcher with >10 years of experience applying for research grants","80%","0%","20%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","Yes","No partnership",NA,NA,NA,1,NA,"","Slightly positive","3-Jan","3-Jan","6-Apr","3-Jan","3-Jan","0","40%","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 21:11","Alberta","Senior academic researcher with >10 years of experience applying for research grants","100%","","","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","No","",NA,NA,NA,NA,NA,"","","6-Apr","","","6-Apr","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 21:12","Chile","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","50%","50%","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Chile"
"Incomplete","6/27/16 21:21","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","90%","0%","10%","Yes","80%","0%","20%",1,NA,NA,NA,NA,"","Neutral","No partnership","No","",NA,NA,NA,NA,NA,"","","9-Jul","0","0","9-Jul","0","3-Jan","20%","No need for applications for this research type","0%","40%","No need for applications for this research type","0%","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 21:26","Ontario","Senior academic researcher with >10 years of experience applying for research grants","0%","20%","80%","Yes","50%","50%","0%",NA,1,NA,NA,NA,"","Very positive","Strong partnership","Yes","Some partnership",NA,NA,NA,1,NA,"","Very positive","3-Jan","16+","6-Apr","16+","12-Oct","3-Jan","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 21:43","","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","",""
"Incomplete","6/27/16 21:46","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","40%","30%","30%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","No","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 21:52","","Senior academic researcher with >10 years of experience applying for research grants","70%","30%","0%","Yes","90%","10%","0%",NA,NA,1,NA,NA,"","Very negative","Some partnership","Yes","No partnership",NA,NA,NA,1,NA,"","Very negative","3-Jan","3-Jan","3-Jan","3-Jan","0","0","50%","50%","No need for applications for this research type","50%","No need for applications for this research type","No need for applications for this research type","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","",""
"Incomplete","6/27/16 22:00","Manitoba","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","6/27/16 22:25","","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","",""
"Incomplete","6/27/16 22:29","Missouri","Senior academic researcher with >10 years of experience applying for research grants","50%","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Missouri"
"Incomplete","6/27/16 22:45","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","90%","10%","0%","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
